,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,PWSID,FISCAL_YEAR,STATE,STATE_NAME,EPA_REGION,PWS_TYPE_CODE,PWS_NAME,CITY_SERVED,STATE_CODE,SOURCE_WATER,IS_TRIBAL,SYSTEM_SIZE,POPULATION_SERVED_COUNT
110,BRIGHTWOOD MANOR MHP,28.75737,-81.52559000000002,http://echo.epa.gov/detailed-facility-report?fid=110012913311,FL3480114,2019,FL,Florida,4,CWS,BRIGHTWOOD MANOR MHP,APOPKA,FL,GW,N,Very Small,420
111,BRIGHTWOOD MANOR MHP,28.75737,-81.52559000000002,http://echo.epa.gov/detailed-facility-report?fid=110012913311,FL3480114,2014,FL,Florida,4,CWS,BRIGHTWOOD MANOR MHP,APOPKA,FL,GW,N,Very Small,420
112,BRIGHTWOOD MANOR MHP,28.75737,-81.52559000000002,http://echo.epa.gov/detailed-facility-report?fid=110012913311,FL3480114,2013,FL,Florida,4,CWS,BRIGHTWOOD MANOR MHP,APOPKA,FL,GW,N,Very Small,420
113,BRIGHTWOOD MANOR MHP,28.75737,-81.52559000000002,http://echo.epa.gov/detailed-facility-report?fid=110012913311,FL3480114,2012,FL,Florida,4,CWS,BRIGHTWOOD MANOR MHP,APOPKA,FL,GW,N,Very Small,420
114,BRIGHTWOOD MANOR MHP,28.75737,-81.52559000000002,http://echo.epa.gov/detailed-facility-report?fid=110012913311,FL3480114,2011,FL,Florida,4,CWS,BRIGHTWOOD MANOR MHP,APOPKA,FL,GW,N,Very Small,420
115,BRIGHTWOOD MANOR MHP,28.75737,-81.52559000000002,http://echo.epa.gov/detailed-facility-report?fid=110012913311,FL3480114,2017,FL,Florida,4,CWS,BRIGHTWOOD MANOR MHP,APOPKA,FL,GW,N,Very Small,420
116,BRIGHTWOOD MANOR MHP,28.75737,-81.52559000000002,http://echo.epa.gov/detailed-facility-report?fid=110012913311,FL3480114,2016,FL,Florida,4,CWS,BRIGHTWOOD MANOR MHP,APOPKA,FL,GW,N,Very Small,420
117,BRIGHTWOOD MANOR MHP,28.75737,-81.52559000000002,http://echo.epa.gov/detailed-facility-report?fid=110012913311,FL3480114,2020,FL,Florida,4,CWS,BRIGHTWOOD MANOR MHP,APOPKA,FL,GW,N,Very Small,420
118,"VALLEY MHP, THE",28.75817,-81.59325,http://echo.epa.gov/detailed-facility-report?fid=110012909175,FL3480502,2014,FL,Florida,4,CWS,"VALLEY MHP, THE",APOPKA,FL,GW,N,Very Small,239
119,"VALLEY MHP, THE",28.75817,-81.59325,http://echo.epa.gov/detailed-facility-report?fid=110012909175,FL3480502,2013,FL,Florida,4,CWS,"VALLEY MHP, THE",APOPKA,FL,GW,N,Very Small,239
120,"VALLEY MHP, THE",28.75817,-81.59325,http://echo.epa.gov/detailed-facility-report?fid=110012909175,FL3480502,2012,FL,Florida,4,CWS,"VALLEY MHP, THE",APOPKA,FL,GW,N,Very Small,239
121,"VALLEY MHP, THE",28.75817,-81.59325,http://echo.epa.gov/detailed-facility-report?fid=110012909175,FL3480502,2011,FL,Florida,4,CWS,"VALLEY MHP, THE",APOPKA,FL,GW,N,Very Small,239
122,"VALLEY MHP, THE",28.75817,-81.59325,http://echo.epa.gov/detailed-facility-report?fid=110012909175,FL3480502,2020,FL,Florida,4,CWS,"VALLEY MHP, THE",APOPKA,FL,GW,N,Very Small,98
123,"VALLEY MHP, THE",28.75817,-81.59325,http://echo.epa.gov/detailed-facility-report?fid=110012909175,FL3480502,2018,FL,Florida,4,CWS,"VALLEY MHP, THE",APOPKA,FL,GW,N,Very Small,239
124,"VALLEY MHP, THE",28.75817,-81.59325,http://echo.epa.gov/detailed-facility-report?fid=110012909175,FL3480502,2016,FL,Florida,4,CWS,"VALLEY MHP, THE",APOPKA,FL,GW,N,Very Small,239
125,"VALLEY MHP, THE",28.75817,-81.59325,http://echo.epa.gov/detailed-facility-report?fid=110012909175,FL3480502,2017,FL,Florida,4,CWS,"VALLEY MHP, THE",APOPKA,FL,GW,N,Very Small,239
126,"VALLEY MHP, THE",28.75817,-81.59325,http://echo.epa.gov/detailed-facility-report?fid=110012909175,FL3480502,2015,FL,Florida,4,CWS,"VALLEY MHP, THE",APOPKA,FL,GW,N,Very Small,239
127,"VALLEY MHP, THE",28.75817,-81.59325,http://echo.epa.gov/detailed-facility-report?fid=110012909175,FL3480502,2019,FL,Florida,4,CWS,"VALLEY MHP, THE",APOPKA,FL,GW,N,Very Small,98
128,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,2014,FL,Florida,4,CWS,VALENCIA ESTATES MHP,APOPKA,FL,GW,N,Very Small,305
129,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,2013,FL,Florida,4,CWS,VALENCIA ESTATES MHP,APOPKA,FL,GW,N,Very Small,305
130,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,2012,FL,Florida,4,CWS,VALENCIA ESTATES MHP,APOPKA,FL,GW,N,Very Small,305
131,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,2011,FL,Florida,4,CWS,VALENCIA ESTATES MHP,APOPKA,FL,GW,N,Very Small,305
132,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,2018,FL,Florida,4,CWS,VALENCIA ESTATES MHP,APOPKA,FL,GW,N,Very Small,305
133,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,2017,FL,Florida,4,CWS,VALENCIA ESTATES MHP,APOPKA,FL,GW,N,Very Small,305
134,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,2019,FL,Florida,4,CWS,VALENCIA ESTATES MHP,APOPKA,FL,GW,N,Very Small,305
135,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,2020,FL,Florida,4,CWS,VALENCIA ESTATES MHP,APOPKA,FL,GW,N,Very Small,305
136,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,2016,FL,Florida,4,CWS,VALENCIA ESTATES MHP,APOPKA,FL,GW,N,Very Small,305
137,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,2015,FL,Florida,4,CWS,VALENCIA ESTATES MHP,APOPKA,FL,GW,N,Very Small,305
138,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,2017,FL,Florida,4,CWS,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,GW,N,Small,2571
139,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,2020,FL,Florida,4,CWS,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,GW,N,Small,2571
140,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,2015,FL,Florida,4,CWS,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,GW,N,Small,2571
141,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,2016,FL,Florida,4,CWS,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,GW,N,Small,2571
142,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,2018,FL,Florida,4,CWS,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,GW,N,Small,2571
143,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,2019,FL,Florida,4,CWS,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,GW,N,Small,2571
144,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,2014,FL,Florida,4,CWS,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,GW,N,Small,2571
145,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,2013,FL,Florida,4,CWS,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,GW,N,Small,2571
146,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,2012,FL,Florida,4,CWS,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,GW,N,Small,2571
147,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,2011,FL,Florida,4,CWS,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,GW,N,Small,2571
148,ZELLWOOD WATER USERS INC. (2 WPS),28.731023999999998,-81.60426,http://echo.epa.gov/detailed-facility-report?fid=110012912651,FL3481507,2017,FL,Florida,4,CWS,ZELLWOOD WATER USERS INC. (2 WPS),ZELLWOOD,FL,GW,N,Small,1257
149,ZELLWOOD WATER USERS INC. (2 WPS),28.731023999999998,-81.60426,http://echo.epa.gov/detailed-facility-report?fid=110012912651,FL3481507,2020,FL,Florida,4,CWS,ZELLWOOD WATER USERS INC. (2 WPS),ZELLWOOD,FL,GW,N,Small,1257
150,ZELLWOOD WATER USERS INC. (2 WPS),28.731023999999998,-81.60426,http://echo.epa.gov/detailed-facility-report?fid=110012912651,FL3481507,2015,FL,Florida,4,CWS,ZELLWOOD WATER USERS INC. (2 WPS),ZELLWOOD,FL,GW,N,Small,1257
151,ZELLWOOD WATER USERS INC. (2 WPS),28.731023999999998,-81.60426,http://echo.epa.gov/detailed-facility-report?fid=110012912651,FL3481507,2016,FL,Florida,4,CWS,ZELLWOOD WATER USERS INC. (2 WPS),ZELLWOOD,FL,GW,N,Small,1257
152,ZELLWOOD WATER USERS INC. (2 WPS),28.731023999999998,-81.60426,http://echo.epa.gov/detailed-facility-report?fid=110012912651,FL3481507,2018,FL,Florida,4,CWS,ZELLWOOD WATER USERS INC. (2 WPS),ZELLWOOD,FL,GW,N,Small,1257
153,ZELLWOOD WATER USERS INC. (2 WPS),28.731023999999998,-81.60426,http://echo.epa.gov/detailed-facility-report?fid=110012912651,FL3481507,2019,FL,Florida,4,CWS,ZELLWOOD WATER USERS INC. (2 WPS),ZELLWOOD,FL,GW,N,Small,1257
154,ZELLWOOD WATER USERS INC. (2 WPS),28.731023999999998,-81.60426,http://echo.epa.gov/detailed-facility-report?fid=110012912651,FL3481507,2014,FL,Florida,4,CWS,ZELLWOOD WATER USERS INC. (2 WPS),ZELLWOOD,FL,GW,N,Small,1257
155,ZELLWOOD WATER USERS INC. (2 WPS),28.731023999999998,-81.60426,http://echo.epa.gov/detailed-facility-report?fid=110012912651,FL3481507,2013,FL,Florida,4,CWS,ZELLWOOD WATER USERS INC. (2 WPS),ZELLWOOD,FL,GW,N,Small,1257
156,ZELLWOOD WATER USERS INC. (2 WPS),28.731023999999998,-81.60426,http://echo.epa.gov/detailed-facility-report?fid=110012912651,FL3481507,2012,FL,Florida,4,CWS,ZELLWOOD WATER USERS INC. (2 WPS),ZELLWOOD,FL,GW,N,Small,1257
157,ZELLWOOD WATER USERS INC. (2 WPS),28.731023999999998,-81.60426,http://echo.epa.gov/detailed-facility-report?fid=110012912651,FL3481507,2011,FL,Florida,4,CWS,ZELLWOOD WATER USERS INC. (2 WPS),ZELLWOOD,FL,GW,N,Small,1257
